group_id,time,label,value
19,0,1,-0.022968
19,1,1,-0.02718
19,2,1,-0.015418
19,3,1,-0.010879
19,4,1,-0.0298279999999999
19,5,1,-0.016771
19,6,1,-0.0167159999999999
19,7,1,-0.0158
19,8,1,-0.018628
19,9,1,-0.022678
19,10,1,-0.0127549999999999
19,11,1,-0.017112
19,12,1,-0.019675
19,13,1,-0.023388
19,14,1,-0.021571
19,15,1,-0.013953
19,16,1,-0.017212
19,17,1,-0.0130139999999999
19,18,1,-0.019628
19,19,1,-0.022878
19,20,1,-0.018011
19,21,1,-0.013412
19,22,1,-0.014513
19,23,1,-0.009565
19,24,1,-0.011103
19,25,1,-0.0093379999999999
19,26,1,-0.015084
19,27,1,-0.012927
19,28,1,-0.022471
19,29,1,-0.015046
19,30,1,-0.0206419999999999
19,31,1,-0.0242509999999999
19,32,1,-0.020745
19,33,1,-0.017107
19,34,1,-0.014646
19,35,1,-0.021877
19,36,1,-0.019021
19,37,1,-0.007991
19,38,1,-0.012818
19,39,1,-0.020286
19,40,1,-0.015844
19,41,1,-0.016155
19,42,1,-0.023587
19,43,1,-0.019334
19,44,1,-0.01768
19,45,1,-0.011988
19,46,1,-0.018897
19,47,1,-0.022033
19,48,1,-0.010249
19,49,1,-0.0092
19,50,1,-0.008573
19,51,1,-0.023601
19,52,1,-0.019899
19,53,1,-0.01407
19,54,1,-0.018765
19,55,1,-0.023919
19,56,1,-0.02786
19,57,1,-0.015452
19,58,1,-0.0128639999999999
19,59,1,-0.017573
19,60,1,-0.0274529999999999
19,61,1,-0.022505
19,62,1,-0.015754
19,63,1,-0.0031609999999999
19,64,1,-0.017676
19,65,1,-0.012875
19,66,1,-0.0084549999999999
19,67,1,-0.012019
19,68,1,-0.0103349999999999
19,69,1,-0.0201569999999999
19,70,1,-0.016921
19,71,1,-0.021519
19,72,1,-0.023073
19,73,1,-0.0155
19,74,1,-0.016944
19,75,1,-0.0178669999999999
19,76,1,-0.015831
19,77,1,-0.010137
19,78,1,-0.010959
19,79,1,-0.00437
19,80,1,-0.024217
19,81,1,-0.028397
19,82,1,-0.024946
19,83,1,-0.0149539999999999
19,84,1,-0.00953
19,85,1,-0.035546
19,86,1,-0.02027
19,87,1,-0.020059
