Horizontal_vibration_signals,Vertical_vibration_signals
3.8773417472839355,-5.588233470916748
8.025729656219482,-9.0476393699646
-1.0591983795166016,-12.401485443115234
11.663544178009033,-11.338317394256592
0.9686589241027832,-20.14291286468506
-1.8683314323425293,-15.84867238998413
2.532374858856201,-16.850054264068604
3.629612922668457,-18.987536430358887
-0.04264120012521744,-20.000112056732178
-0.9146571159362793,-14.349555969238281
6.598496437072754,-12.105059623718262
-4.25105094909668,-12.860965728759766
-2.748751640319824,-13.763999938964844
-7.347607612609863,-7.553160190582275
-5.377388000488281,-5.060374736785889
-12.371361255645752,-5.659580230712891
-8.348298072814941,2.195894718170166
-4.40438985824585,9.405207633972168
-12.070751190185547,11.121070384979248
-8.486497402191162,14.831221103668213
-6.683599948883057,13.087654113769531
-2.2084474563598633,17.7698016166687
-3.4631729125976562,17.1724796295166
4.258882999420166,13.264083862304688
1.094067096710205,18.628931045532227
3.288912773132324,17.69106388092041
-3.1148791313171387,17.275333404541016
-4.191064834594727,15.192556381225586
-5.296874046325684,14.996600151062012
-5.148327350616455,12.895798683166504
-6.852614879608154,6.120777130126953
-1.8242239952087402,-0.6729841232299805
-0.6128669157624245,-2.840304374694824
-5.66939115524292,-1.9803047180175781
-1.9559264183044434,-3.830718994140625
-2.904665470123291,-4.763007164001465
-2.002990245819092,-3.5694122314453125
0.48574209213256836,-5.050945281982422
6.084966659545898,-7.417190074920654
6.428670883178711,-10.213065147399902
5.3147077560424805,-10.878384113311768
1.0472297668457031,-8.382809162139893
2.3754000663757324,-9.010732173919678
-0.8392333984375,-4.7748565673828125
-1.8950939178466797,1.0006189346313477
2.255737781524658,3.129887580871582
2.2370338439941406,4.449522495269775
2.4070143699645996,6.57576322555542
-0.10199549607932568,9.943342208862305
-1.7721176147460938,10.637378692626953
1.891779899597168,13.688933849334717
5.329740047454834,12.898564338684082
6.382441520690918,16.461265087127686
8.42067003250122,18.36925745010376
11.628246307373047,20.97526788711548
4.806637763977051,16.428744792938232
