Horizontal_vibration_signals,Vertical_vibration_signals
-0.10231729596853256,0.5175352096557617
1.0111331939697266,0.07916689850389957
0.2282143011689186,-0.023090799804776907
0.030851399060338736,-0.19633769989013672
0.5557655915617943,0.167620200663805
0.17446279525756836,-0.6450890749692917
0.3405928984284401,-0.45005079358816147
0.06691220216453075,0.14009480364620686
0.0757456012070179,-0.05365610122680664
-0.3766775131225586,-0.15355350449681282
0.35238269716501236,-0.08083580061793327
0.5836606025695801,-0.49747228622436523
-0.25687219575047493,-0.056385998614132404
-0.04285569768399,-0.5198001861572266
-0.11043550446629524,0.05841259844601154
0.2577066048979759,-0.45623779296875
0.3443003073334694,0.08471010252833366
0.06343130022287369,0.34389499574899673
0.40415529161691666,0.11883970350027084
-0.3634333983063698,0.02523659961298108
0.21941659972071648,-0.01362559967674315
0.26428699493408203,-0.4582047089934349
-0.3198504075407982,-0.19925830885767937
0.20825859159231186,0.14034509658813477
-0.04454850219190121,0.005281000048853457
-0.16095640137791634,-0.004339200095273554
-0.4126906022429466,-0.1513957977294922
0.07711649872362614,-0.2889871969819069
-0.23189779371023178,-0.2675295062363148
0.4597305878996849,-0.5818605050444603
0.6597281247377396,-0.6403089314699173
0.6366252899169922,-0.6713151931762695
0.4712938889861107,-0.39566759020090103
0.3263115882873535,-0.027859199326485395
0.8243680000305176,-0.9669899940490723
0.4292488098144531,-0.8129715919494629
0.10874270461499691,-0.02425909973680973
-0.20631549879908562,0.23196939378976822
0.16434190794825554,-0.5137443915009499
0.4481672868132591,-0.4776120185852051
0.608515702188015,0.07797480095177889
-0.030887098982930183,0.1704096980392933
-1.2215256690979004,-0.40363069623708725
-0.6326556205749512,-0.5572199821472168
-0.4470705986022949,-0.3360629081726074
0.2582192048430443,-0.005364399985410273
-0.5960702896118164,0.5649805068969727
0.05571839865297079,-0.20599370822310448
-0.04426239989697933,-0.2901316061615944
-0.6386876106262207,-0.30127760022878647
0.5769490823149681,-0.3806709870696068
0.24039750918745995,-0.499725304543972
0.599527396261692,-0.3656148910522461
0.5206584930419922,-0.06396770011633635
