Horizontal_vibration_signals,Vertical_vibration_signals
-12.180888652801514,-9.233450889587402
-12.394654750823975,-3.60032320022583
-12.891113758087158,-7.207643985748291
-6.470000743865967,-10.266709327697754
-11.788105964660645,-6.8146467208862305
-7.230937480926514,-0.17555950209498405
-6.158566474914551,-1.049184799194336
-6.120908260345459,-6.201267242431641
0.6902217864990234,-2.2037863731384277
0.10261540301144123,-0.6093740090727806
1.0735034942626953,1.4354467391967773
-3.18528413772583,2.790200710296631
8.486318588256836,4.510664939880371
1.7413020133972168,4.6118855476379395
2.3200392723083496,2.6013731956481934
10.132348537445068,3.795802593231201
9.38800573348999,7.026040554046631
15.046548843383789,3.457021713256836
8.906316757202148,7.877588272094727
12.340116500854492,9.975838661193848
5.272209644317627,12.41835355758667
9.323263168334961,4.728877544403076
6.511831283569336,8.192670345306396
10.140931606292725,9.258115291595459
8.572840690612793,15.489053726196289
6.866598129272461,7.511532306671143
10.593748092651367,4.6059250831604
5.076277256011963,3.191089630126953
2.4901986122131348,3.996157646179199
-8.100080490112305,1.8190979957580566
2.310192584991455,-5.320620536804199
-3.915572166442871,-4.174137115478516
-1.1314749717712402,-8.756041526794434
2.915024757385254,-5.236375331878662
4.34720516204834,-11.376214027404785
1.2058615684509277,-13.27756643295288
-3.548133373260498,-11.297380924224854
-0.6841062754392624,-14.195597171783447
-9.411859512329102,-14.764630794525146
-1.076340675354004,-16.135048866271973
4.405558109283447,-11.804354190826416
0.8663654327392578,-11.397945880889893
1.8149852752685547,-4.7460198402404785
-1.4809966087341309,-2.179253101348877
-2.412903308868408,-6.360483169555664
-6.592833995819092,-6.620657444000244
-3.7823915481567383,-2.1253347396850586
-1.9130945205688477,-1.6587495803833008
-5.365455150604248,3.1563282012939453
0.6301283836364746,5.416297912597656
-1.9535303115844727,11.073100566864014
-1.3379096984863281,11.358094215393066
1.5736579895019531,11.299383640289307
1.9114375114440918,12.655448913574219
0.9322524070739746,9.999561309814453
-2.9803991317749023,15.409243106842041
0.5182981118559837,12.583613395690918
-5.71361780166626,16.007065773010254
-3.398263454437256,11.754965782165527
-4.063296318054199,10.819828510284424
-5.601084232330322,7.237637042999268
-3.68802547454834,2.8964877128601074
-2.541661262512207,1.6378402709960938
-7.318329811096191,-5.238437652587891
0.6911277770996094,-3.0434370040893555
0.20735260099172592,-5.023765563964844
1.104569435119629,-4.430735111236572
2.069520950317383,-1.5020966529846191
4.538178443908691,-2.8671741485595703
5.362534523010254,-5.880153179168701
1.7843246459960938,-4.480230808258057
11.818301677703857,-7.062482833862305
3.16164493560791,-5.028712749481201
5.122971534729004,-2.1677017211914062
1.3425230979919434,-1.2244821339845657
1.6386747360229492,2.6783227920532227
-2.039623260498047,2.550041675567627
-0.23504499346017838,6.094467639923096
1.100599765777588,6.199049949645996
-1.2561798095703125,9.319210052490234
1.8843770027160645,9.621024131774902
0.10863539762794971,14.784431457519531
2.583479881286621,13.434946537017822
1.7573833465576172,15.108644962310791
2.9809951782226562,17.52796173095703
2.2562503814697266,14.225637912750244
-2.113509178161621,15.435445308685303
1.1411666870117188,9.261202812194824
-0.12059209868311882,3.480386734008789
-3.225564956665039,2.868211269378662
-2.755129337310791,2.1739721298217773
2.0574212074279785,-2.5728464126586914
1.058793067932129,-4.084372520446777
0.6429194658994675,-10.498297214508057
-1.076817512512207,-1.7667770385742188
-2.1793246269226074,-9.53432321548462
-2.968454360961914,-13.465452194213867
-7.222890853881836,-16.54052734375
-1.2842059135437012,-15.108823776245117
-4.7403693199157715,-20.527195930480957
-4.14426326751709,-25.18293857574463
-1.043403074145317,-26.608645915985107
0.7705211639404297,-18.351995944976807
-4.839456081390381,-13.409459590911865
-8.399772644042969,-11.564016342163086
-4.284334182739258,-5.9461236000061035
-6.289219856262207,-4.544591903686523
-9.718537330627441,-0.11901860125362873
-3.5561203956604004,0.5816340073943138
-5.641329288482666,3.9137840270996094
-0.2873063087463379,4.906725883483887
1.8152117729187012,10.365128517150879
1.7819762229919434,7.1732282638549805
3.8753509521484375,13.660228252410889
1.4842867851257324,16.615235805511475
5.791056156158447,13.411211967468262
-0.44399499893188477,12.445592880249023
5.513858795166016,8.495616912841797
3.1493544578552246,6.3933610916137695
2.811765670776367,3.7130355834960938
4.343807697296143,2.0488381385803223
6.310725212097168,3.7061095237731934
5.016446113586426,5.458235740661621
2.1921753883361816,1.0950446128845215
7.04495906829834,3.215491771697998
5.512559413909912,-2.2094368934631348
3.5515785217285156,-3.812289237976074
1.10245943069458,-5.793905258178711
4.426443576812744,-4.8776984214782715
0.2799033932387829,-8.452272415161133
