,group_id,a1,a2,a3,a4,label,time
1,1,-3.66031,1.03109,0.164094,1.37187,0,1
2,1,2.4593,-0.206607,4.72719,-1.54385,0,2
3,1,-3.46993,-1.68428,-2.44221,7.15761,0,3
4,1,0.172931,3.88273,-1.5699,4.75974,0,4
5,1,-3.77727,0.538264,1.3086,-1.771,0,5
6,1,-4.74745,-1.99937,-4.50316,-0.441995,0,6
7,1,-2.65606,-3.86128,-1.8007,-0.202023,0,7
8,1,7.76152,-0.57701,0.543344,6.05747,0,8
9,1,-9.22018,6.57899,-4.99139,0.990492,0,9
10,1,-0.507952,-1.21071,3.63002,-2.33772,0,10
11,1,4.45965,-1.90975,0.740349,-3.20638,0,11
12,1,-8.52531,-5.1646,-0.937634,-4.67159,0,12
13,1,-0.0240791,-0.473157,3.17379,1.9573,0,13
14,1,4.20021,-0.994051,4.74072,-3.82254,0,14
15,1,2.99516,-0.51017,-1.63198,0.182211,0,15
16,1,-1.83078,-4.60032,0.255566,-1.04807,0,16
17,1,-3.86939,10.34,-0.878724,4.04225,0,17
18,1,-1.00972,3.84612,-3.87986,2.38852,0,18
19,1,-1.67949,-2.09156,-3.61043,0.19114,0,19
20,1,7.91595,-6.12802,3.77226,-0.457728,0,20
21,1,1.96094,-6.63645,-3.26664,2.27494,0,21
22,1,-5.602,-1.78719,1.30336,0.00362343,0,22
23,1,-2.1624,3.0256,2.74613,-0.868066,0,23
24,1,1.0544,3.2691,-2.45586,-1.31861,0,24
25,1,0.137272,-2.32232,-1.59279,1.17985,0,25
26,1,1.44668,-0.319139,1.12236,-0.666436,0,26
27,1,-0.0476707,-0.509763,-1.7273,2.52817,0,27
28,1,7.50591,-4.77128,1.04524,-4.21214,0,28
29,1,8.71952,-1.59507,2.80531,1.23274,0,29
30,1,-3.64046,6.13578,-3.63746,0.88726,0,30
31,1,-6.26755,2.35475,-1.18692,-3.49295,0,31
32,1,-1.33142,-1.35537,-2.31624,0.0405026,0,32
33,1,1.4741,3.81575,2.51422,1.49432,0,33
34,1,1.72431,0.846298,-0.501677,0.826719,0,34
35,1,-0.79626,-1.64632,-1.11945,-0.282783,0,35
36,1,5.17857,3.58988,1.90362,-1.05387,0,36
37,1,0.221551,-3.79132,-2.21401,1.0223,0,37
38,1,11.9674,-1.40594,-2.85055,-1.25133,0,38
39,1,7.55504,1.16776,-4.20488,-1.65042,0,39
40,1,1.12213,0.526332,0.65262,-0.269244,0,40
41,1,0.857941,1.45139,0.819826,1.05962,0,41
42,1,-3.4133,-1.80224,1.80774,-2.44847,0,42
43,1,0.344901,-0.828781,-0.936517,-0.0668929,0,43
44,1,4.69362,-7.43392,-6.01309,1.48349,0,44
45,1,-8.42201,2.78779,5.72989,5.83746,0,45
46,1,-6.90744,-23.7107,-1.45538,-1.80826,0,46
47,1,-2.6864,-1.10346,-0.558647,-1.89445,0,47
48,1,-1.00806,-2.10458,-0.203681,-4.19661,0,48
49,1,-4.04357,-3.11858,-1.65017,4.87756,0,49
50,1,3.44868,1.51375,0.912814,-2.7131,0,50
51,1,-8.01453,2.51392,6.68319,9.8778,0,51
52,1,-10.1309,-1.9808,4.48979,-7.44325,0,52
53,1,-12.728,4.99122,-6.53623,-5.88321,0,53
54,1,-11.6191,2.19328,4.02184,1.9823,0,54
55,1,-6.39004,-2.35201,2.36662,-1.82975,0,55
56,1,-0.0420697,-2.93215,-1.1978,1.21813,0,56
57,1,-3.84016,3.84449,-1.24912,-2.54694,0,57
58,1,3.30445,0.226973,1.77961,-0.977668,0,58
59,1,-4.39106,-0.966801,2.70876,-1.27515,0,59
60,1,-3.05248,-3.9791,0.237791,1.10109,0,60
61,1,-1.24142,-0.833798,3.93079,-0.415862,0,61
62,1,2.34214,2.20873,-2.33471,-4.36181,0,62
63,1,1.27603,-0.491461,-1.64368,-2.28636,0,63
64,1,-0.0734035,1.38251,1.07506,3.54622,0,64
65,1,-2.78489,-2.22226,-0.348527,1.24261,0,65
66,1,-0.973702,0.705024,0.367338,-1.11994,0,66
67,1,-0.344372,0.715871,-0.400122,-1.45374,0,67
68,1,-10.0621,-1.91884,-3.16963,-3.40207,0,68
69,1,-5.53762,-2.47105,7.34567,0.0946244,0,69
70,1,-0.0183055,9.36609,-2.99801,3.93377,0,70
71,1,-9.94618,0.627473,-5.64059,0.91471,0,71
72,1,-1.8588,2.19666,-1.28264,0.581772,0,72
73,1,-0.0986299,0.359162,6.75921,-2.58473,0,73
74,1,-2.63494,-6.07352,1.84694,0.537521,0,74
75,1,4.93098,-4.50704,1.88971,0.787149,0,75
76,1,3.75917,5.57448,-5.57313,1.71404,0,76
77,1,-4.10554,-2.1115,-7.1086,-3.35496,0,77
78,1,-3.98152,1.086,0.337684,-1.9438,0,78
79,1,0.617413,3.80856,3.67489,-1.92881,0,79
80,1,2.6514,-3.60002,-0.353208,1.56932,0,80
81,1,0.0894467,-0.0902835,-3.08795,4.22143,0,81
82,1,-3.89454,3.40915,-2.74554,0.315979,0,82
83,1,-0.924289,0.457998,3.14196,2.72479,0,83
84,1,-0.248281,-3.34052,-0.00748292,0.413118,0,84
85,1,5.05027,-4.96055,-1.22717,1.18795,0,85
86,1,2.73527,3.81724,2.02423,-4.49157,0,86
87,1,0.3896,-1.75804,-1.62725,-2.30241,0,87
88,1,-4.48057,1.78857,-0.584835,0.429396,0,88
89,1,-0.748426,0.128541,-0.604286,0.74835,0,89
90,1,-0.86349,1.45694,0.425985,-2.95042,0,90
91,1,2.29523,-1.63941,3.60054,-4.08226,0,91
92,1,0.132069,-4.39695,7.546,-8.07879,0,92
93,1,17.7518,-12.7256,-0.746518,0.892039,0,93
94,1,2.8726,-1.07947,3.07961,0.717786,0,94
95,1,3.90479,3.78674,-2.67669,-5.40623,0,95
96,1,-5.40149,3.08037,-0.816185,-1.26787,0,96
97,1,-7.54036,1.74925,1.4266,-0.0550362,0,97
98,1,-4.08977,-1.33192,0.990514,-1.68542,0,98
99,1,-13.4187,-10.5044,4.28661,-6.26409,0,99
100,1,-12.564,0.716412,-4.90705,5.55948,0,100
101,1,20.2146,2.06325,-4.08096,3.89306,0,101
102,1,-1.93854,2.5714,5.17409,-6.54644,0,102
103,1,-7.06327,-0.374186,0.584369,-0.327736,0,103
104,1,-3.4025,-1.84861,-2.73945,1.47545,0,104
105,1,0.877838,-1.02714,2.52033,-9.06062,0,105
106,1,3.85813,4.32824,-0.127079,-0.508764,0,106
107,1,3.40995,-1.90745,3.25786,4.77844,0,107
108,1,-9.80718,-0.231557,3.55985,-1.88707,0,108
109,1,-16.827,3.95973,-14.8146,0.444353,0,109
110,1,-16.9232,0.369736,13.6782,1.73171,0,110
111,1,-11.1325,-9.31359,6.92727,-3.9347,0,111
112,1,-1.46307,2.90913,1.86876,-1.62029,0,112
113,1,2.42241,1.02757,-1.76505,2.61031,0,113
114,1,2.91252,-0.801261,0.215062,-2.13915,0,114
115,1,-0.428298,-3.12576,0.218649,-2.35232,0,115
116,1,-17.375,14.233,-0.411405,9.55268,0,116
117,1,3.48513,-5.40553,-2.61997,4.84588,0,117
118,1,-8.42937,0.0786466,-10.532,-0.99377,0,118
119,1,-1.0811,0.809824,0.451525,-5.00342,0,119
120,1,1.7707,-5.27293,1.07537,-0.637199,0,120
121,1,-4.07984,2.02963,-1.15348,0.894595,0,121
122,1,-0.235066,1.19514,-0.748156,1.83186,0,122
123,1,-11.279,2.57927,-6.54018,-1.27324,0,123
124,1,-10.9049,1.70437,-6.97793,4.4733,0,124
125,1,0.0858446,3.51774,2.9007,5.13095,0,125
126,1,3.03628,4.15063,3.59877,0.460762,0,126
127,1,-1.91218,0.840057,-0.105407,-1.45975,0,127
128,1,-2.0571,2.18337,-4.70203,1.25678,0,128
129,1,2.14901,-2.21915,1.65563,3.30715,0,129
130,1,-0.866012,-0.744591,1.70129,-2.95206,0,130
131,1,-0.770621,1.84063,1.15829,-0.0134267,0,131
132,1,3.18216,-2.22105,2.46379,-1.9041,0,132
133,1,-1.88246,-1.93769,-2.22209,2.36843,0,133
134,1,2.53451,-1.25735,1.70488,-1.01599,0,134
135,1,4.30879,2.99658,1.02958,0.668583,0,135
136,1,-3.70667,2.80243,0.456365,2.42623,0,136
137,1,-5.88571,-1.44662,0.741249,0.736032,0,137
138,1,1.63598,0.728204,-0.0458012,-0.718656,0,138
139,1,-0.955013,0.463418,1.02972,2.71318,0,139
140,1,-4.72515,-4.74905,-0.442981,4.87482,0,140
141,1,1.53653,-1.07635,1.97998,-3.42078,0,141
142,1,-1.96902,0.416371,-3.24918,-0.159877,0,142
143,1,-2.24881,0.912726,1.09401,-0.539656,0,143
144,1,0.934881,0.976584,1.8841,0.595785,0,144
145,1,-1.21499,-0.585016,0.469891,-0.537353,0,145
146,1,-0.0751906,-1.12964,-0.16775,-0.776896,0,146
147,1,0.823077,1.8588,-0.507816,1.84537,0,147
148,1,0.350607,0.399559,0.0787823,-4.78453,0,148
149,1,-2.0241,-3.79377,1.12161,0.595777,0,149
150,1,4.86012,-5.3452,3.23016,-1.74559,0,150
151,1,0.705711,-0.274269,1.46223,0.269756,0,151
152,1,1.09284,0.422608,-2.74011,2.27544,0,152
153,1,-4.8539,-0.179228,-2.48144,1.47092,0,153
154,1,2.61175,0.170159,0.00691077,-0.690143,0,154
155,1,0.0465362,-2.39662,-2.39301,-1.66431,0,155
156,1,-2.21853,0.904455,-3.19882,1.71074,0,156
157,1,9.60547,2.49032,-3.47542,3.23836,0,157
158,1,1.49706,-1.79018,2.51803,-4.57253,0,158
159,1,3.18247,2.29197,2.56424,-3.33591,0,159
160,1,0.505039,0.592081,-0.904159,-0.643888,0,160
161,1,0.637338,-1.89146,1.89956,0.0619065,0,161
162,1,4.4049,0.681699,-0.890086,-0.335313,0,162
163,1,-10.5381,0.57676,-2.60283,-0.144345,0,163
164,1,1.23709,-8.21378,-2.21986,2.28234,0,164
165,1,9.58106,-13.3087,-10.2661,-2.86636,0,165
166,1,-2.21702,-7.51595,-0.395779,5.73075,0,166
167,1,-11.2226,-16.9578,5.15869,3.29268,0,167
168,1,-2.48406,-5.61419,1.41699,-2.9439,0,168
